,ticker,rank,sector_class,industry_rank,exp_growth,period,load_date
0,SSB,3-Hold,Industry: Banks - Southeast,Top 7% (17 out of 254),,202102,28/02/2021
0,SPSC,5-Strong,Industry: Business - Services,Bottom 39% (156 out of 254),,202102,28/02/2021
0,SPNS,2-Buy,Industry: Computer - Software,Bottom 36% (163 out of 254),,202102,28/02/2021
0,SPFI,2-Buy,Industry: Banks - Southeast,Top 7% (17 out of 254),,202102,28/02/2021
0,SNPS,3-Hold,Industry: Computer - Software,Bottom 36% (163 out of 254),,202102,28/02/2021
0,SMG,2-Buy,Industry: Fertilizers,Top 19% (48 out of 254),,202102,28/02/2021
0,SMBK,3-Hold,Industry: Banks - Northeast,Top 7% (19 out of 254),,202102,28/02/2021
0,SMBC,2-Buy,Industry: Financial - Savings and Loan,Top 9% (23 out of 254),,202102,28/02/2021
0,SLP,3-Hold,Industry: Computer - Software,Bottom 36% (163 out of 254),,202102,28/02/2021
0,SLCT,2-Buy,Industry: Financial - Savings and Loan,Top 9% (23 out of 254),,202102,28/02/2021
0,SKY,1-Strong,Industry: Building Products - Mobile Homes and RV Builders,Top 2% (6 out of 254),,202102,28/02/2021
0,SJW,4-Sell,Industry: Utility - Water Supply,Bottom 13% (222 out of 254),,202102,28/02/2021
0,SIVB,1-Strong,Industry: Banks - West,Top 7% (18 out of 254),,202102,28/02/2021
0,SITE,3-Hold,Industry: Industrial Services,Top 44% (113 out of 254),,202102,28/02/2021
0,SI,1-Strong,Industry: Banks - Southwest,Top 9% (23 out of 254),,202102,28/02/2021
0,SFST,2-Buy,Industry: Banks - Southeast,Top 7% (17 out of 254),,202102,28/02/2021
0,SFNC,3-Hold,Industry: Banks - Southeast,Top 7% (17 out of 254),,202102,28/02/2021
0,SFM,2-Buy,Industry: Food - Natural Foods Products,Bottom 13% (222 out of 254),,202102,28/02/2021
0,SFBS,1-Strong,Industry: Financial - Savings and Loan,Top 9% (23 out of 254),,202102,28/02/2021
0,SEDG,3-Hold,Industry: Solar,Bottom 34% (168 out of 254),,202102,28/02/2021
0,SBNY,3-Hold,Industry: Banks - Northeast,Top 7% (19 out of 254),,202102,28/02/2021
0,SBFG,1-Strong,Industry: Banks - Northeast,Top 7% (19 out of 254),,202102,28/02/2021
0,SASR,2-Buy,Industry: Banks - Northeast,Top 7% (19 out of 254),,202102,28/02/2021
0,SAM,3-Hold,Industry: Beverages - Alcohol,Bottom 27% (185 out of 254),,202102,28/02/2021
0,SAIC,4-Sell,Industry: Computers - IT Services,Bottom 34% (167 out of 254),,202102,28/02/2021
0,SACH,3-Hold,Industry: Financial - Miscellaneous Services,Top 45% (114 out of 254),,202102,28/02/2021
0,RTLR,3-Hold,Industry: Oil and Gas - Integrated - United States,Top 43% (108 out of 254),,202102,28/02/2021
0,RP,3-Hold,Industry: Business - Software Services,Top 46% (116 out of 254),,202102,28/02/2021
0,ROLL,3-Hold,Industry: Manufacturing - General Industrial ,Top 45% (115 out of 254),,202102,28/02/2021
0,ROL,3-Hold,Industry: Building Products - Maintenance Service,Top 46% (116 out of 254),,202102,28/02/2021
0,ROAD,3-Hold,Industry: Building Products - Miscellaneous,Top 40% (101 out of 254),,202102,28/02/2021
0,RMD,3-Hold,Industry: Medical - Products,Bottom 39% (154 out of 254),,202102,28/02/2021
0,RGEN,2-Buy,Industry: Medical - Biomedical and Genetics,Bottom 24% (192 out of 254),,202102,28/02/2021
0,REXR,3-Hold,Industry: REIT and Equity Trust - Other,Bottom 15% (215 out of 254),,202102,28/02/2021
0,REGN,3-Hold,Industry: Medical - Biomedical and Genetics,Bottom 24% (192 out of 254),,202102,28/02/2021
0,RDN,3-Hold,Industry: Insurance - Multi line,Top 46% (116 out of 254),,202102,28/02/2021
0,RCM,4-Sell,Industry: Financial - Miscellaneous Services,Top 45% (114 out of 254),,202102,28/02/2021
0,RC,3-Hold,Industry: REIT and Equity Trust,Bottom 23% (195 out of 254),,202102,28/02/2021
0,RBA,5-Strong,Industry: Auction and Valuation Services,Bottom 9% (231 out of 254),,202102,28/02/2021
0,QLYS,5-Strong,Industry: Security,Bottom 3% (246 out of 254),,202102,28/02/2021
0,QIWI,4-Sell,Industry: Financial Transaction Services,Bottom 17% (210 out of 254),,202102,28/02/2021
0,QDEL,3-Hold,Industry: Medical - Products,Bottom 39% (154 out of 254),,202102,28/02/2021
0,QCRH,2-Buy,Industry: Banks - Midwest,Top 5% (13 out of 254),,202102,28/02/2021
0,PVBC,4-Sell,Industry: Banks - Northeast,Top 7% (19 out of 254),,202102,28/02/2021
0,PRPL,3-Hold,Industry: Consumer Products - Staples,Bottom 30% (178 out of 254),,202102,28/02/2021
0,PRAH,4-Sell,Industry: Medical Services,Bottom 31% (176 out of 254),,202102,28/02/2021
0,PPBI,1-Strong,Industry: Financial - Savings and Loan,Top 9% (23 out of 254),,202102,28/02/2021
0,POWI,3-Hold,Industry: Semiconductors - Power,Top 46% (116 out of 254),,202102,28/02/2021
0,POOL,2-Buy,Industry: Leisure and Recreation Products,Top 13% (33 out of 254),,202102,28/02/2021
0,PODD,4-Sell,Industry: Medical - Products,Bottom 39% (154 out of 254),,202102,28/02/2021
0,PLMR,4-Sell,Industry: Insurance - Property and Casualty,Top 44% (111 out of 254),,202102,28/02/2021
0,PLAB,3-Hold,Industry: Semiconductor Equipment - Photomasks,Top 16% (40 out of 254),,202102,28/02/2021
0,PKI,3-Hold,Industry: Instruments - Scientific,Top 19% (48 out of 254),,202102,28/02/2021
0,PJT,2-Buy,Industry: Financial - Miscellaneous Services,Top 45% (114 out of 254),,202102,28/02/2021
0,PHM,3-Hold,Industry: Building Products - Home Builders,Top 13% (33 out of 254),,202102,28/02/2021
0,PGTI,3-Hold,Industry: Building Products - Miscellaneous,Top 40% (101 out of 254),,202102,28/02/2021
0,PFHD,3-Hold,Industry: Banks - Southeast,Top 7% (17 out of 254),,202102,28/02/2021
0,PCTY,3-Hold,Industry: Internet - Software,Bottom 27% (185 out of 254),,202102,28/02/2021
0,PCH,1-Strong,Industry: Building Products - Wood,Top 6% (14 out of 254),,202102,28/02/2021
0,PB,3-Hold,Industry: Banks - Southwest,Top 9% (23 out of 254),,202102,28/02/2021
0,PAYX,3-Hold,Industry: Outsourcing,Top 46% (116 out of 254),,202102,28/02/2021
0,PAAS,3-Hold,Industry: Mining - Silver,Bottom 6% (240 out of 254),,202102,28/02/2021
0,ORRF,1-Strong,Industry: Banks - Northeast,Top 7% (19 out of 254),,202102,28/02/2021
0,ONEW,2-Buy,Industry: Leisure and Recreation Products,Top 13% (33 out of 254),,202102,28/02/2021
0,OLLI,3-Hold,Industry: Consumer Products - Staples,Bottom 30% (178 out of 254),,202102,28/02/2021
0,OLED,3-Hold,Industry: Electronics - Miscellaneous Components,Top 36% (92 out of 254),,202102,28/02/2021
0,OCFC,2-Buy,Industry: Financial - Savings and Loan,Top 9% (23 out of 254),,202102,28/02/2021
0,NXST,2-Buy,Industry: Broadcast Radio and Television,Bottom 38% (157 out of 254),,202102,28/02/2021
0,NVR,3-Hold,Industry: Building Products - Home Builders,Top 13% (33 out of 254),,202102,28/02/2021
0,NVDA,2-Buy,Industry: Semiconductor - General,Top 16% (40 out of 254),,202102,28/02/2021
0,NTES,5-Strong,Industry: Internet - Software and Services,Bottom 6% (238 out of 254),,202102,28/02/2021
0,NSSC,3-Hold,Industry: Security and Safety Services,Top 32% (81 out of 254),,202102,28/02/2021
0,NSP,5-Strong,Industry: Staffing Firms,Top 33% (85 out of 254),,202102,28/02/2021
0,NOC,3-Hold,Industry: Aerospace - Defense,Bottom 23% (196 out of 254),,202102,28/02/2021
0,NOAH,3-Hold,Industry: Financial - Investment Management,Top 20% (51 out of 254),,202102,28/02/2021
0,NOA,2-Buy,Industry: Building Products - Heavy Construction,Bottom 21% (201 out of 254),,202102,28/02/2021
0,NMIH,3-Hold,Industry: Insurance - Property and Casualty,Top 44% (111 out of 254),,202102,28/02/2021
0,NGVT,3-Hold,Industry: Chemical - Specialty,Bottom 39% (155 out of 254),,202102,28/02/2021
0,NFLX,3-Hold,Industry: Broadcast Radio and Television,Bottom 38% (157 out of 254),,202102,28/02/2021
0,NEWT,3-Hold,Industry: Financial - SBIC & Commercial Industry,Bottom 37% (160 out of 254),,202102,28/02/2021
0,NEOG,3-Hold,Industry: Medical - Products,Bottom 39% (154 out of 254),,202102,28/02/2021
0,NCBS,3-Hold,Industry: Banks - Northeast,Top 7% (19 out of 254),,202102,28/02/2021
0,NBIX,3-Hold,Industry: Medical - Drugs,Bottom 26% (187 out of 254),,202102,28/02/2021
0,MYRG,2-Buy,Industry: Electric Construction,Top 3% (8 out of 254),,202102,28/02/2021
0,MTH,3-Hold,Industry: Building Products - Home Builders,Top 13% (33 out of 254),,202102,28/02/2021
0,MTG,3-Hold,Industry: Insurance - Multi line,Top 46% (116 out of 254),,202102,28/02/2021
0,MSFT,2-Buy,Industry: Computer - Software,Bottom 36% (163 out of 254),,202102,28/02/2021
0,MSCI,2-Buy,Industry: Business - Software Services,Top 46% (116 out of 254),,202102,28/02/2021
0,MSBI,1-Strong,Industry: Banks - Northeast,Top 7% (19 out of 254),,202102,28/02/2021
0,MRCY,3-Hold,Industry: Computer - Peripheral Equipment,Top 40% (101 out of 254),,202102,28/02/2021
0,MRBK,1-Strong,Industry: Banks - Northeast,Top 7% (19 out of 254),,202102,28/02/2021
0,MPWR,3-Hold,Industry: Semiconductor - Analog and Mixed,Top 22% (55 out of 254),,202102,28/02/2021
0,MPB,2-Buy,Industry: Banks - Northeast,Top 7% (19 out of 254),,202102,28/02/2021
0,MOMO,3-Hold,Industry: Internet - Software and Services,Bottom 6% (238 out of 254),,202102,28/02/2021
0,MNST,3-Hold,Industry: Beverages - Soft drinks,Bottom 34% (168 out of 254),,202102,28/02/2021
0,MNSB,1-Strong,Industry: Banks - Northeast,Top 7% (19 out of 254),,202102,28/02/2021
0,MKTX,3-Hold,Industry: Securities and Exchanges,Top 46% (116 out of 254),,202102,28/02/2021
0,MKSI,2-Buy,Industry: Electronics - Manufacturing Machinery,Top 6% (14 out of 254),,202102,28/02/2021
0,MFNC,3-Hold,Industry: Banks - Midwest,Top 5% (13 out of 254),,202102,28/02/2021
0,MEDP,3-Hold,Industry: Medical Services,Bottom 31% (176 out of 254),,202102,28/02/2021
0,MED,2-Buy,Industry: Food - Miscellaneous,Bottom 30% (178 out of 254),,202102,28/02/2021
0,MCHP,3-Hold,Industry: Semiconductor - Analog and Mixed,Top 22% (55 out of 254),,202102,28/02/2021
0,MCB,1-Strong,Industry: Banks - Northeast,Top 7% (19 out of 254),,202102,28/02/2021
0,MBUU,1-Strong,Industry: Leisure and Recreation Products,Top 13% (33 out of 254),,202102,28/02/2021
0,MASI,3-Hold,Industry: Medical - Instruments,Bottom 32% (173 out of 254),,202102,28/02/2021
0,MAS,3-Hold,Industry: Building Products - Miscellaneous,Top 40% (101 out of 254),,202102,28/02/2021
0,LULU,3-Hold,Industry: Textile - Apparel,Top 20% (52 out of 254),,202102,28/02/2021
0,LPLA,2-Buy,Industry: Financial - Investment Bank,Top 3% (7 out of 254),,202102,28/02/2021
0,LOMA,3-Hold,Industry: Building Products - Home Builders,Top 13% (33 out of 254),,202102,28/02/2021
0,LOGI,1-Strong,Industry: Computer - Peripheral Equipment,Top 40% (101 out of 254),,202102,28/02/2021
0,LIN,3-Hold,Industry: Oil and Gas - Field Services,Bottom 18% (209 out of 254),,202102,28/02/2021
0,LHX,3-Hold,Industry: Aerospace - Defense,Bottom 23% (196 out of 254),,202102,28/02/2021
0,LHCG,4-Sell,Industry: Medical Services,Bottom 31% (176 out of 254),,202102,28/02/2021
0,LH,3-Hold,Industry: Medical - Dental Supplies,Top 26% (65 out of 254),,202102,28/02/2021
0,LGIH,2-Buy,Industry: Real Estate - Development,Top 37% (93 out of 254),,202102,28/02/2021
0,LFC,2-Buy,Industry: Insurance - Life Insurance,Top 46% (116 out of 254),,202102,28/02/2021
0,LEVL,1-Strong,Industry: Banks - Northeast,Top 7% (19 out of 254),,202102,28/02/2021
0,LEN,2-Buy,Industry: Building Products - Home Builders,Top 13% (33 out of 254),,202102,28/02/2021
0,LEGH,3-Hold,Industry: Real Estate - Operations,Bottom 37% (160 out of 254),,202102,28/02/2021
0,LCNB,1-Strong,Industry: Banks - Northeast,Top 7% (19 out of 254),,202102,28/02/2021
0,KWR,3-Hold,Industry: Chemical - Specialty,Bottom 39% (155 out of 254),,202102,28/02/2021
0,KRUS,4-Sell,Industry: Retail - Restaurants,Bottom 15% (217 out of 254),,202102,28/02/2021
0,KNSL,2-Buy,Industry: Insurance - Property and Casualty,Top 44% (111 out of 254),,202102,28/02/2021
0,KMPR,3-Hold,Industry: Insurance - Multi line,Top 46% (116 out of 254),,202102,28/02/2021
0,KLAC,2-Buy,Industry: Electronics - Miscellaneous Products,Top 37% (93 out of 254),,202102,28/02/2021
0,KKR,2-Buy,Industry: Financial - Investment Management,Top 20% (51 out of 254),,202102,28/02/2021
0,KFRC,2-Buy,Industry: Staffing Firms,Top 33% (85 out of 254),,202102,28/02/2021
0,KEYS,3-Hold,Industry: Electronics - Measuring Instruments,Bottom 26% (187 out of 254),,202102,28/02/2021
0,KDP,3-Hold,Industry: Beverages - Soft drinks,Bottom 34% (168 out of 254),,202102,28/02/2021
0,JOBS,3-Hold,Industry: Publishing - Periodicals,Top 46% (116 out of 254),,202102,28/02/2021
0,JKHY,3-Hold,Industry: Electronics - Miscellaneous Services,Top 16% (40 out of 254),,202102,28/02/2021
0,JD,2-Buy,Industry: Internet - Commerce,Bottom 15% (215 out of 254),,202102,28/02/2021
0,JBHT,3-Hold,Industry: Transportation - Truck,Top 15% (38 out of 254),,202102,28/02/2021
0,JAZZ,5-Strong,Industry: Medical - Drugs,Bottom 26% (187 out of 254),,202102,28/02/2021
0,ISTR,1-Strong,Industry: Banks - Southeast,Top 7% (17 out of 254),,202102,28/02/2021
0,ISRG,4-Sell,Industry: Medical - Instruments,Bottom 32% (173 out of 254),,202102,28/02/2021
0,IRMD,3-Hold,Industry: Medical - Instruments,Bottom 32% (173 out of 254),,202102,28/02/2021
0,IRBT,1-Strong,Industry: Industrial Automation and Robotics,Top 16% (40 out of 254),,202102,28/02/2021
0,INVA,4-Sell,Industry: Large Cap Pharmaceuticals,Bottom 20% (203 out of 254),,202102,28/02/2021
0,INTU,3-Hold,Industry: Computer - Software,Bottom 36% (163 out of 254),,202102,28/02/2021
0,INMD,2-Buy,Industry: Medical - Products,Bottom 39% (154 out of 254),,202102,28/02/2021
0,ICLR,3-Hold,Industry: Medical Services,Bottom 31% (176 out of 254),,202102,28/02/2021
0,IBTX,3-Hold,Industry: Banks - Southeast,Top 7% (17 out of 254),,202102,28/02/2021
0,IBP,2-Buy,Industry: Building Products - Miscellaneous,Top 40% (101 out of 254),,202102,28/02/2021
0,IBKR,1-Strong,Industry: Financial - Investment Bank,Top 3% (7 out of 254),,202102,28/02/2021
0,IBCP,2-Buy,Industry: Banks - Midwest,Top 5% (13 out of 254),,202102,28/02/2021
0,IAC,3-Hold,Industry: Industrial Services,Top 44% (113 out of 254),,202102,28/02/2021
0,HUM,3-Hold,Industry: Medical - HMOs,Bottom 34% (168 out of 254),,202102,28/02/2021
0,HQY,3-Hold,Industry: Medical Services,Bottom 31% (176 out of 254),,202102,28/02/2021
0,HOLI,4-Sell,Industry: Industrial Automation and Robotics,Top 16% (40 out of 254),,202102,28/02/2021
0,HLNE,3-Hold,Industry: Financial - Investment Management,Top 20% (51 out of 254),,202102,28/02/2021
0,HLI,3-Hold,Industry: Financial - Miscellaneous Services,Top 45% (114 out of 254),,202102,28/02/2021
0,HEI,3-Hold,Industry: Aerospace - Defense Equipment,Bottom 38% (157 out of 254),,202102,28/02/2021
0,HDB,2-Buy,Industry: Banks - Foreign,Top 26% (66 out of 254),,202102,28/02/2021
0,HBNC,2-Buy,Industry: Banks - Northeast,Top 7% (19 out of 254),,202102,28/02/2021
0,HBCP,1-Strong,Industry: Banks - Southeast,Top 7% (17 out of 254),,202102,28/02/2021
0,HASI,2-Buy,Industry: REIT and Equity Trust,Bottom 23% (195 out of 254),,202102,28/02/2021
0,HAS,3-Hold,Industry: Toys - Games - Hobbies,Top 28% (71 out of 254),,202102,28/02/2021
0,GTN,3-Hold,Industry: Broadcast Radio and Television,Bottom 38% (157 out of 254),,202102,28/02/2021
0,GTLS,2-Buy,Industry: Manufacturing - General Industrial ,Top 45% (115 out of 254),,202102,28/02/2021
0,GRWG,3-Hold,Industry: Agriculture - Products,Bottom 20% (203 out of 254),,202102,28/02/2021
0,GRMN,3-Hold,Industry: Electronics - Miscellaneous Products,Top 37% (93 out of 254),,202102,28/02/2021
0,GRBK,3-Hold,Industry: Real Estate - Development,Top 37% (93 out of 254),,202102,28/02/2021
0,GOOS,3-Hold,Industry: Retail - Apparel and Shoes,Top 28% (70 out of 254),,202102,28/02/2021
0,GOOGL,3-Hold,Industry: Internet - Services,Top 46% (116 out of 254),,202102,28/02/2021
0,GOOG,3-Hold,Industry: Internet - Services,Top 46% (116 out of 254),,202102,28/02/2021
0,GO,4-Sell,Industry: Consumer Products - Staples,Bottom 30% (178 out of 254),,202102,28/02/2021
0,GNRC,2-Buy,Industry: Electronics - Power Generation,Top 10% (25 out of 254),,202102,28/02/2021
0,GLOB,3-Hold,Industry: Internet - Software and Services,Bottom 6% (238 out of 254),,202102,28/02/2021
0,GHG,3-Hold,Industry: Hotels and Motels,Bottom 5% (241 out of 254),,202102,28/02/2021
0,GBCI,3-Hold,Industry: Banks - West,Top 7% (18 out of 254),,202102,28/02/2021
0,GABC,3-Hold,Industry: Banks - Midwest,Top 5% (13 out of 254),,202102,28/02/2021
0,FVCB,2-Buy,Industry: Banks - Southeast,Top 7% (17 out of 254),,202102,28/02/2021
0,FTNT,3-Hold,Industry: Security,Bottom 3% (246 out of 254),,202102,28/02/2021
0,FSV,2-Buy,Industry: Real Estate - Operations,Bottom 37% (160 out of 254),,202102,28/02/2021
0,FSBW,3-Hold,Industry: Banks - West,Top 7% (18 out of 254),,202102,28/02/2021
0,FRBA,1-Strong,Industry: Banks - Northeast,Top 7% (19 out of 254),,202102,28/02/2021
0,FOXF,3-Hold,Industry: Automotive - Domestic,Bottom 14% (218 out of 254),,202102,28/02/2021
0,FOR,2-Buy,Industry: Real Estate - Development,Top 37% (93 out of 254),,202102,28/02/2021
0,FNF,2-Buy,Industry: Insurance - Property and Casualty,Top 44% (111 out of 254),,202102,28/02/2021
0,FND,3-Hold,Industry: Building Products - Wood,Top 6% (14 out of 254),,202102,28/02/2021
0,FMBH,3-Hold,Industry: Banks - Northeast,Top 7% (19 out of 254),,202102,28/02/2021
0,FMAO,3-Hold,Industry: Banks - Northeast,Top 7% (19 out of 254),,202102,28/02/2021
0,FLWS,1-Strong,Industry: Retail - Mail Order,Top 10% (25 out of 254),,202102,28/02/2021
0,FIX,2-Buy,Industry: Building Products - Air Conditioner and Heating,Top 37% (93 out of 254),,202102,28/02/2021
0,FIVE,3-Hold,Industry: Retail - Miscellaneous,Bottom 30% (178 out of 254),,202102,28/02/2021
0,FFWM,3-Hold,Industry: Banks - Southwest,Top 9% (23 out of 254),,202102,28/02/2021
0,FFBC,1-Strong,Industry: Banks - Midwest,Top 5% (13 out of 254),,202102,28/02/2021
0,FDS,3-Hold,Industry: Business - Information Services,Bottom 23% (196 out of 254),,202102,28/02/2021
0,FCCY,1-Strong,Industry: Banks - Northeast,Top 7% (19 out of 254),,202102,28/02/2021
0,FBMS,2-Buy,Industry: Banks - Southeast,Top 7% (17 out of 254),,202102,28/02/2021
0,FBK,3-Hold,Industry: Banks - Northeast,Top 7% (19 out of 254),,202102,28/02/2021
0,FB,2-Buy,Industry: Internet - Services,Top 46% (116 out of 254),,202102,28/02/2021
0,EXPI,2-Buy,Industry: Real Estate - Operations,Bottom 37% (160 out of 254),,202102,28/02/2021
0,EXPD,3-Hold,Industry: Transportation - Services,Top 44% (111 out of 254),,202102,28/02/2021
0,EXEL,4-Sell,Industry: Medical - Biomedical and Genetics,Bottom 24% (192 out of 254),,202102,28/02/2021
0,EVTC,5-Strong,Industry: Financial Transaction Services,Bottom 17% (210 out of 254),,202102,28/02/2021
0,EVRG,3-Hold,Industry: Alternative Energy - Other,Top 46% (116 out of 254),,202102,28/02/2021
0,ETSY,2-Buy,Industry: Internet - Services,Top 46% (116 out of 254),,202102,28/02/2021
0,ESQ,3-Hold,Industry: Banks - Northeast,Top 7% (19 out of 254),,202102,28/02/2021
0,ESNT,3-Hold,Industry: Financial - Mortgage & Related Services,Top 22% (55 out of 254),,202102,28/02/2021
0,ESEA,3-Hold,Industry: Transportation - Shipping,Bottom 21% (201 out of 254),,202102,28/02/2021
0,ERIE,3-Hold,Industry: Insurance - Brokerage,Bottom 34% (168 out of 254),,202102,28/02/2021
0,EQIX,3-Hold,Industry: REIT and Equity Trust - Retail,Bottom 32% (173 out of 254),,202102,28/02/2021
0,EPRT,3-Hold,Industry: Real Estate - Operations,Bottom 37% (160 out of 254),,202102,28/02/2021
0,EPAM,3-Hold,Industry: Computers - IT Services,Bottom 34% (167 out of 254),,202102,28/02/2021
0,ENTG,2-Buy,Industry: Electronics - Manufacturing Machinery,Top 6% (14 out of 254),,202102,28/02/2021
0,ELMD,2-Buy,Industry: Medical - Instruments,Bottom 32% (173 out of 254),,202102,28/02/2021
0,EHTH,5-Strong,Industry: Insurance - Brokerage,Bottom 34% (168 out of 254),,202102,28/02/2021
0,EDU,3-Hold,Industry: Schools,Bottom 12% (224 out of 254),,202102,28/02/2021
0,EBS,3-Hold,Industry: Medical - Biomedical and Genetics,Bottom 24% (192 out of 254),,202102,28/02/2021
0,DXCM,5-Strong,Industry: Medical - Instruments,Bottom 32% (173 out of 254),,202102,28/02/2021
0,DSGX,3-Hold,Industry: Computer - Software,Bottom 36% (163 out of 254),,202102,28/02/2021
0,DQ,1-Strong,Industry: Chemical - Specialty,Bottom 39% (155 out of 254),,202102,28/02/2021
0,DPZ,3-Hold,Industry: Retail - Restaurants,Bottom 15% (217 out of 254),,202102,28/02/2021
0,DLTH,3-Hold,Industry: Textile - Apparel,Top 20% (52 out of 254),,202102,28/02/2021
0,DLR,4-Sell,Industry: REIT and Equity Trust - Other,Bottom 15% (215 out of 254),,202102,28/02/2021
0,DLHC,3-Hold,Industry: Staffing Firms,Top 33% (85 out of 254),,202102,28/02/2021
0,DHR,2-Buy,Industry: Diversified Operations,Top 38% (97 out of 254),,202102,28/02/2021
0,DHI,2-Buy,Industry: Building Products - Home Builders,Top 13% (33 out of 254),,202102,28/02/2021
0,DGX,3-Hold,Industry: Medical - Outpatient and Home Healthcare,Bottom 14% (219 out of 254),,202102,28/02/2021
0,DEA,3-Hold,Industry: REIT and Equity Trust - Other,Bottom 15% (215 out of 254),,202102,28/02/2021
0,DAVA,3-Hold,Industry: Computers - IT Services,Bottom 34% (167 out of 254),,202102,28/02/2021
0,CZNC,1-Strong,Industry: Banks - Northeast,Top 7% (19 out of 254),,202102,28/02/2021
0,CVCO,2-Buy,Industry: Building Products - Mobile Homes and RV Builders,Top 2% (6 out of 254),,202102,28/02/2021
0,CVBF,2-Buy,Industry: Banks - West,Top 7% (18 out of 254),,202102,28/02/2021
0,CUZ,3-Hold,Industry: REIT and Equity Trust - Other,Bottom 15% (215 out of 254),,202102,28/02/2021
0,CTRE,3-Hold,Industry: REIT and Equity Trust - Other,Bottom 15% (215 out of 254),,202102,28/02/2021
0,CTO,1-Strong,Industry: Real Estate - Operations,Bottom 37% (160 out of 254),,202102,28/02/2021
0,CTAS,3-Hold,Industry: Uniform and Related,Top 46% (116 out of 254),,202102,28/02/2021
0,CSGP,3-Hold,Industry: Computers - IT Services,Bottom 34% (167 out of 254),,202102,28/02/2021
0,CROX,1-Strong,Industry: Textile - Apparel,Top 20% (52 out of 254),,202102,28/02/2021
0,CRM,3-Hold,Industry: Computer - Software,Bottom 36% (163 out of 254),,202102,28/02/2021
0,CPRT,3-Hold,Industry: Auction and Valuation Services,Bottom 9% (231 out of 254),,202102,28/02/2021
0,CPB,4-Sell,Industry: Food - Miscellaneous,Bottom 30% (178 out of 254),,202102,28/02/2021
0,COST,3-Hold,Industry: Retail - Discount Stores,Bottom 14% (219 out of 254),,202102,28/02/2021
0,CONE,4-Sell,Industry: REIT and Equity Trust - Other,Bottom 15% (215 out of 254),,202102,28/02/2021
0,CNF,3-Hold,Industry: Financial - Mortgage & Related Services,Top 22% (55 out of 254),,202102,28/02/2021
0,CNC,3-Hold,Industry: Medical - HMOs,Bottom 34% (168 out of 254),,202102,28/02/2021
0,CLX,3-Hold,Industry: Soap and Cleaning Materials,Top 46% (116 out of 254),,202102,28/02/2021
0,CLBK,3-Hold,Industry: Financial - Miscellaneous Services,Top 45% (114 out of 254),,202102,28/02/2021
0,CIVB,1-Strong,Industry: Banks - Midwest,Top 5% (13 out of 254),,202102,28/02/2021
0,CINF,2-Buy,Industry: Insurance - Property and Casualty,Top 44% (111 out of 254),,202102,28/02/2021
0,CI,4-Sell,Industry: Insurance - Multi line,Top 46% (116 out of 254),,202102,28/02/2021
0,CHE,5-Strong,Industry: Medical - Outpatient and Home Healthcare,Bottom 14% (219 out of 254),,202102,28/02/2021
0,CHCT,3-Hold,Industry: REIT and Equity Trust - Other,Bottom 15% (215 out of 254),,202102,28/02/2021
0,CFB,3-Hold,Industry: Banks - Northeast,Top 7% (19 out of 254),,202102,28/02/2021
0,CEPU,3-Hold,Industry: Alternative Energy - Other,Top 46% (116 out of 254),,202102,28/02/2021
0,CENTA,2-Buy,Industry: Consumer Products - Discretionary,Top 25% (63 out of 254),,202102,28/02/2021
0,CENT,2-Buy,Industry: Consumer Products - Discretionary,Top 25% (63 out of 254),,202102,28/02/2021
0,CDW,2-Buy,Industry: Computers - IT Services,Bottom 34% (167 out of 254),,202102,28/02/2021
0,CDNS,2-Buy,Industry: Computer - Software,Bottom 36% (163 out of 254),,202102,28/02/2021
0,CCOI,5-Strong,Industry: Wireless National,Bottom 24% (192 out of 254),,202102,28/02/2021
0,CCNE,1-Strong,Industry: Banks - Northeast,Top 7% (19 out of 254),,202102,28/02/2021
0,CCMP,3-Hold,Industry: Electronics - Miscellaneous Products,Top 37% (93 out of 254),,202102,28/02/2021
0,CCK,2-Buy,Industry: Containers - Metal and Glass,Top 22% (55 out of 254),,202102,28/02/2021
0,CATC,3-Hold,Industry: Banks - Northeast,Top 7% (19 out of 254),,202102,28/02/2021
0,CASH,3-Hold,Industry: Financial - Savings and Loan,Top 9% (23 out of 254),,202102,28/02/2021
0,CARG,3-Hold,Industry: Automotive - Replacement Parts,Bottom 23% (196 out of 254),,202102,28/02/2021
0,CAMT,3-Hold,Industry: Electronics - Measuring Instruments,Bottom 26% (187 out of 254),,202102,28/02/2021
0,CAG,3-Hold,Industry: Food - Miscellaneous,Bottom 30% (178 out of 254),,202102,28/02/2021
0,CABO,3-Hold,Industry: Cable Television,Top 42% (107 out of 254),,202102,28/02/2021
0,BZUN,3-Hold,Industry: Computers - IT Services,Bottom 34% (167 out of 254),,202102,28/02/2021
0,BY,3-Hold,Industry: Banks - Northeast,Top 7% (19 out of 254),,202102,28/02/2021
0,BWB,1-Strong,Industry: Banks - Northeast,Top 7% (19 out of 254),,202102,28/02/2021
0,BTG,3-Hold,Industry: Mining - Gold,Bottom 36% (163 out of 254),,202102,28/02/2021
0,BRKR,3-Hold,Industry: Instruments - Scientific,Top 19% (48 out of 254),,202102,28/02/2021
0,BLFS,3-Hold,Industry: Medical - Products,Bottom 39% (154 out of 254),,202102,28/02/2021
0,BLD,2-Buy,Industry: Building Products - Miscellaneous,Top 40% (101 out of 254),,202102,28/02/2021
